Calories,Gender,Age,Weight,Heart_Rate,Body_Temp,Temp_Stress,Weight_Duration,Stress_Effort
44.0,0,20,103.0,93.0,39.8,3701.4,1133.0,3786532.2
130.0,1,34,72.0,102.0,41.2,4202.4,1656.0,9858830.4
187.0,0,74,94.0,102.0,40.7,4151.4,2256.0,10162627.2
31.0,1,70,62.0,90.0,39.2,3528.0,372.0,1905120.0
72.0,1,20,52.0,91.0,40.4,3676.4,832.0,5352838.4
213.0,1,73,55.0,107.0,41.2,4408.4,1650.0,14150964.0
79.0,1,44,75.0,101.0,40.0,4040.0,1050.0,5712560.0
194.0,0,33,82.0,108.0,41.1,4438.8,2460.0,14381712.0
157.0,1,60,66.0,111.0,40.6,4506.6,1452.0,11005117.2
65.0,0,51,89.0,94.0,39.8,3741.2,1068.0,4220073.6
181.0,1,67,59.0,105.0,40.8,4284.0,1593.0,12145140.0
19.0,0,52,85.0,79.0,39.3,3104.7,510.0,1471627.8
116.0,1,37,57.0,96.0,40.6,3897.6,1254.0,8231731.2
71.0,0,49,85.0,91.0,40.1,3649.1,1275.0,4981021.5
125.0,0,54,90.0,106.0,39.8,4218.8,1530.0,7602277.6
74.0,1,25,63.0,96.0,39.7,3811.2,945.0,5488128.0
134.0,0,35,81.0,107.0,40.3,4312.1,1701.0,9689288.7
82.0,1,38,49.0,91.0,40.1,3649.1,833.0,5645157.7
93.0,0,33,85.0,99.0,40.5,4009.5,1530.0,7144929.0
93.0,1,72,70.0,97.0,40.4,3918.8,1120.0,6081977.6
115.0,0,69,98.0,96.0,39.9,3830.4,1666.0,6251212.8
21.0,0,40,84.0,82.0,39.4,3230.8,588.0,1854479.2
126.0,0,27,84.0,100.0,40.8,4080.0,2100.0,10200000.0
179.0,1,51,70.0,106.0,40.7,4314.2,1960.0,12804545.6
169.0,1,20,48.0,107.0,40.6,4344.2,1296.0,12550393.8
113.0,1,40,71.0,101.0,40.7,4110.7,1420.0,8303614.0
163.0,1,41,77.0,115.0,40.6,4669.0,1771.0,12349505.0
147.0,1,76,49.0,99.0,40.5,4009.5,1127.0,9129631.5
185.0,1,38,60.0,109.0,40.7,4436.3,1680.0,13539587.6
13.0,0,33,72.0,81.0,39.5,3199.5,432.0,1554957.0
186.0,1,37,69.0,118.0,40.7,4802.6,1725.0,14167670.0
14.0,1,35,66.0,75.0,39.0,2925.0,330.0,1096875.0
121.0,0,58,78.0,100.0,40.6,4060.0,1482.0,7714000.0
155.0,0,22,96.0,102.0,40.8,4161.6,2784.0,12310012.8
165.0,1,45,80.0,108.0,40.8,4406.4,2080.0,12373171.2
45.0,0,35,76.0,90.0,40.0,3600.0,912.0,3888000.0
59.0,1,40,63.0,93.0,40.2,3738.6,756.0,4172277.6
184.0,0,67,90.0,104.0,40.9,4253.6,2160.0,10616985.6
57.0,1,41,71.0,89.0,39.9,3551.1,923.0,4108622.7
181.0,0,22,95.0,108.0,41.0,4428.0,2755.0,13868496.0
71.0,1,44,67.0,86.0,40.5,3483.0,1139.0,5092146.0
41.0,0,20,80.0,94.0,40.1,3769.4,880.0,3897559.6
50.0,0,45,76.0,84.0,40.5,3402.0,1140.0,4286520.0
83.0,0,24,81.0,97.0,40.3,3909.1,1539.0,7204471.3
110.0,1,79,64.0,98.0,40.2,3939.6,1152.0,6949454.4
111.0,0,26,97.0,102.0,40.7,4151.4,1940.0,8468856.0
11.0,1,59,70.0,96.0,38.6,3705.6,140.0,711475.2
184.0,1,50,75.0,116.0,40.7,4721.2,1875.0,13691480.0
58.0,0,40,97.0,99.0,40.0,3960.0,970.0,3920400.0
180.0,0,63,62.0,101.0,40.9,4130.9,1736.0,11682185.2
24.0,1,46,68.0,92.0,38.8,3569.6,340.0,1642016.0
218.0,1,49,56.0,115.0,40.9,4703.5,1624.0,15686172.5
17.0,1,20,67.0,91.0,39.0,3549.0,268.0,1291836.0
10.0,0,23,91.0,76.0,39.6,3009.6,637.0,1601107.2
81.0,0,37,90.0,96.0,40.2,3859.2,1440.0,5927731.2
127.0,1,46,82.0,98.0,40.7,3988.6,1968.0,9381187.2
129.0,0,66,97.0,95.0,40.6,3857.0,1940.0,7328300.0
193.0,1,72,71.0,105.0,41.0,4305.0,2059.0,13108725.0
88.0,0,55,73.0,101.0,40.0,4040.0,1022.0,5712560.0
14.0,1,79,46.0,83.0,38.5,3195.5,138.0,795679.5
20.0,0,24,76.0,82.0,39.8,3263.6,760.0,2676152.0
77.0,1,64,64.0,99.0,40.3,3989.7,832.0,5134743.9
187.0,0,64,80.0,105.0,40.4,4242.0,2000.0,11135250.0
52.0,1,42,77.0,97.0,39.9,3870.3,770.0,3754191.0
85.0,0,55,70.0,93.0,40.3,3747.9,1190.0,5925429.9
118.0,0,27,72.0,104.0,41.0,4264.0,1584.0,9756032.0
3.0,0,22,90.0,73.0,38.9,2839.7,360.0,829192.4
14.0,0,55,89.0,81.0,38.8,3142.8,356.0,1018267.2
4.0,0,26,72.0,82.0,38.3,3140.6,144.0,515058.4
181.0,1,75,58.0,99.0,41.2,4078.8,1682.0,11710234.8
72.0,0,74,104.0,92.0,39.7,3652.4,1144.0,3696228.8
165.0,0,32,82.0,106.0,40.6,4303.6,2214.0,12316903.2
54.0,1,27,62.0,95.0,39.7,3771.5,682.0,3941217.5
57.0,0,57,78.0,85.0,40.0,3400.0,1092.0,4046000.0
111.0,0,56,101.0,96.0,40.3,3868.8,1818.0,6685286.4
22.0,0,51,94.0,82.0,38.7,3173.4,564.0,1561312.8
14.0,1,60,63.0,89.0,38.3,3408.7,189.0,910122.9
70.0,1,49,54.0,91.0,40.3,3667.3,756.0,4672140.2
14.0,0,30,72.0,86.0,39.0,3354.0,360.0,1442220.0
135.0,1,49,66.0,101.0,40.5,4090.5,1518.0,9502231.5
76.0,0,37,84.0,95.0,40.2,3819.0,1344.0,5804880.0
17.0,1,31,62.0,80.0,38.8,3104.0,310.0,1241600.0
76.0,1,53,76.0,94.0,40.1,3769.4,1140.0,5314854.0
76.0,0,75,85.0,97.0,39.7,3850.9,935.0,4108910.3
123.0,1,74,71.0,100.0,40.6,4060.0,1420.0,8120000.0
12.0,0,60,114.0,78.0,38.9,3034.2,342.0,710002.8
96.0,0,70,82.0,93.0,40.2,3738.6,1312.0,5563036.8
138.0,1,26,58.0,105.0,40.3,4231.5,1334.0,10219072.5
124.0,0,64,92.0,102.0,40.4,4120.8,1564.0,7145467.2
40.0,1,62,75.0,87.0,39.3,3419.1,675.0,2677155.3
63.0,1,29,78.0,96.0,40.1,3849.6,1014.0,4804300.8
15.0,1,57,54.0,79.0,38.6,3049.4,216.0,963610.4
181.0,1,38,55.0,107.0,40.9,4376.3,1540.0,13111394.8
52.0,1,44,55.0,90.0,39.8,3582.0,605.0,3546180.0
89.0,0,35,90.0,98.0,40.2,3939.6,1530.0,6563373.6
197.0,1,77,74.0,106.0,40.9,4335.4,2146.0,13327019.6
13.0,0,22,89.0,80.0,39.2,3136.0,623.0,1756160.0
110.0,1,20,75.0,101.0,40.6,4100.6,1575.0,8697372.6
50.0,0,24,83.0,90.0,40.5,3645.0,1245.0,4920750.0
84.0,0,74,88.0,91.0,39.7,3612.7,1232.0,4602579.8
26.0,1,67,56.0,82.0,38.7,3173.4,336.0,1561312.8
11.0,0,51,86.0,94.0,38.3,3600.2,172.0,676837.6
45.0,0,26,89.0,89.0,40.1,3568.9,1157.0,4129217.3
118.0,0,59,89.0,93.0,40.7,3785.1,1869.0,7392300.3
104.0,1,51,57.0,93.0,40.6,3775.8,1140.0,7022988.0
167.0,1,33,55.0,105.0,40.7,4273.5,1485.0,12115372.5
146.0,0,62,82.0,102.0,40.7,4151.4,1722.0,8892298.8
47.0,1,55,75.0,95.0,39.6,3762.0,675.0,3216510.0
52.0,1,53,51.0,97.0,39.6,3841.2,459.0,3353367.6
174.0,1,40,53.0,106.0,41.0,4346.0,1431.0,12438252.0
93.0,1,22,54.0,100.0,40.2,4020.0,918.0,6834000.0
89.0,0,28,85.0,92.0,40.2,3698.4,1955.0,7825814.4
9.0,1,46,69.0,74.0,38.5,2849.0,207.0,632478.0
123.0,0,44,85.0,109.0,40.3,4392.7,1445.0,8139673.1
7.0,0,54,76.0,83.0,38.3,3178.9,152.0,527697.4
124.0,0,20,80.0,100.0,40.8,4080.0,2160.0,11016000.0
131.0,1,34,51.0,105.0,40.7,4273.5,1071.0,9423067.5
116.0,1,44,67.0,101.0,40.5,4090.5,1340.0,8262810.0
55.0,1,65,62.0,90.0,39.6,3564.0,682.0,3528360.0
31.0,0,20,92.0,88.0,39.8,3502.4,920.0,3082112.0
35.0,1,33,64.0,85.0,40.0,3400.0,576.0,2601000.0
94.0,0,50,112.0,90.0,40.0,3600.0,2016.0,5832000.0
6.0,0,33,93.0,85.0,38.0,3230.0,186.0,549100.0
71.0,1,64,70.0,95.0,40.4,3838.0,910.0,4739930.0
42.0,0,24,93.0,94.0,39.6,3722.4,930.0,3499056.0
8.0,1,64,61.0,79.0,38.1,3009.9,122.0,475564.2
169.0,0,67,97.0,103.0,40.7,4192.1,2134.0,9499298.6
200.0,1,74,64.0,106.0,40.8,4324.8,1856.0,13294435.2
129.0,1,25,70.0,108.0,40.2,4341.6,1470.0,9846748.8
110.0,0,27,104.0,97.0,40.2,3899.4,2288.0,8321319.6
34.0,0,26,72.0,89.0,40.2,3577.8,792.0,3502666.2
110.0,1,54,54.0,101.0,40.9,4130.9,972.0,7509976.2
29.0,1,42,69.0,81.0,39.4,3191.4,552.0,2068027.2
44.0,1,29,49.0,88.0,39.9,3511.2,490.0,3089856.0
210.0,0,53,97.0,108.0,40.9,4417.2,2619.0,12880555.2
29.0,1,30,73.0,80.0,39.6,3168.0,657.0,2280960.0
156.0,1,39,66.0,106.0,40.6,4303.6,1650.0,11404540.0
16.0,0,41,82.0,84.0,39.0,3276.0,410.0,1375920.0
43.0,1,35,52.0,87.0,39.6,3445.2,520.0,2997324.0
137.0,1,46,68.0,111.0,40.6,4506.6,1360.0,10004652.0
144.0,1,24,58.0,103.0,40.9,4212.7,1450.0,10847702.5
39.0,0,21,75.0,86.0,40.1,3448.6,1200.0,4745273.6
48.0,1,21,65.0,88.0,40.1,3528.8,780.0,3726412.8
33.0,0,20,95.0,89.0,40.0,3560.0,950.0,3168400.0
49.0,0,52,83.0,91.0,40.1,3649.1,830.0,3320681.0
41.0,0,29,76.0,88.0,40.0,3520.0,988.0,4026880.0
79.0,1,72,65.0,104.0,40.1,4170.4,780.0,5204659.2
92.0,1,30,56.0,91.0,40.4,3676.4,1120.0,6691048.0
90.0,1,64,51.0,94.0,40.0,3760.0,816.0,5655040.0
111.0,1,30,64.0,101.0,40.4,4080.4,1280.0,8242408.0
23.0,0,68,81.0,79.0,39.3,3104.7,486.0,1471627.8
5.0,0,25,82.0,85.0,38.1,3238.5,164.0,550545.0
5.0,0,21,82.0,85.0,38.1,3238.5,164.0,550545.0
26.0,0,75,79.0,87.0,38.9,3384.3,395.0,1472170.5
45.0,0,67,93.0,86.0,39.7,3414.2,837.0,2642590.8
68.0,0,26,71.0,97.0,40.3,3909.1,1136.0,6066923.2
138.0,0,36,70.0,104.0,40.3,4191.2,1680.0,10461235.2
114.0,0,64,75.0,94.0,40.2,3778.8,1500.0,7104144.0
20.0,0,77,79.0,84.0,38.8,3259.2,316.0,1095091.2
21.0,1,71,65.0,81.0,38.8,3142.8,325.0,1272834.0
12.0,0,60,92.0,81.0,38.8,3142.8,276.0,763700.4
95.0,0,48,101.0,97.0,40.2,3899.4,1616.0,6051868.8
20.0,1,29,57.0,85.0,39.4,3349.0,285.0,1423325.0
177.0,1,59,78.0,103.0,41.0,4223.0,2262.0,12614101.0
91.0,1,39,53.0,91.0,40.7,3703.7,1007.0,6403697.3
21.0,1,55,74.0,85.0,39.1,3323.5,370.0,1412487.5
24.0,1,43,54.0,83.0,39.0,3237.0,324.0,1612026.0
19.0,1,37,61.0,82.0,39.5,3239.0,305.0,1327990.0
27.0,0,45,91.0,96.0,39.1,3753.6,455.0,1801728.0
133.0,0,31,96.0,99.0,40.9,4049.1,2400.0,10021522.5
48.0,0,78,79.0,91.0,39.5,3594.5,632.0,2616796.0
51.0,1,28,59.0,96.0,39.8,3820.8,590.0,3667968.0
70.0,0,50,112.0,91.0,40.3,3667.3,1456.0,4338415.9
35.0,0,62,85.0,84.0,39.2,3292.8,680.0,2212761.6
41.0,0,26,81.0,90.0,39.7,3573.0,972.0,3858840.0
50.0,0,21,93.0,91.0,40.3,3667.3,1302.0,4672140.2
38.0,0,21,64.0,87.0,40.3,3506.1,1024.0,4880491.2
137.0,0,56,82.0,101.0,40.7,4110.7,1722.0,8718794.7
107.0,1,63,65.0,96.0,40.3,3868.8,1235.0,7056691.2
125.0,1,76,76.0,96.0,40.7,3907.2,1672.0,8252006.4
33.0,0,30,83.0,93.0,39.7,3692.1,664.0,2746922.4
21.0,1,30,62.0,87.0,39.5,3436.5,310.0,1494877.5
11.0,1,23,55.0,84.0,38.4,3225.6,165.0,812851.2
74.0,0,68,85.0,91.0,40.0,3640.0,1105.0,4306120.0
198.0,0,37,76.0,115.0,40.5,4657.5,1976.0,13925925.0
198.0,1,47,69.0,113.0,40.5,4576.5,1932.0,14480046.0
168.0,1,76,65.0,102.0,40.9,4171.8,1690.0,11063613.6
183.0,1,28,53.0,109.0,41.0,4469.0,1484.0,13639388.0
45.0,1,23,59.0,88.0,40.2,3537.6,649.0,3424396.8
186.0,0,41,85.0,106.0,40.9,4335.4,2380.0,12867467.2
90.0,1,32,70.0,96.0,40.3,3868.8,1260.0,6685286.4
107.0,1,77,73.0,98.0,40.3,3949.4,1314.0,6966741.6
111.0,1,55,71.0,93.0,40.5,3766.5,1562.0,7706259.0
36.0,0,23,88.0,91.0,39.7,3612.7,880.0,3287557.0
96.0,1,53,61.0,109.0,39.8,4338.2,854.0,6620093.2
110.0,1,49,63.0,103.0,40.3,4150.9,1134.0,7695768.6
46.0,1,53,63.0,84.0,40.2,3376.8,693.0,3120163.2
57.0,1,39,60.0,91.0,39.9,3630.9,720.0,3964942.8
27.0,1,57,73.0,87.0,39.4,3427.8,438.0,1789311.6
86.0,0,21,94.0,103.0,40.4,4161.2,1504.0,6857657.6
6.0,1,31,75.0,77.0,38.7,2979.9,150.0,458904.6
55.0,1,30,69.0,86.0,40.6,3491.6,966.0,4203886.4
64.0,0,27,86.0,102.0,40.2,4100.4,1032.0,5018889.6
140.0,1,56,72.0,108.0,40.5,4374.0,1512.0,9920232.0
71.0,0,64,90.0,90.0,39.8,3582.0,1170.0,4190940.0
140.0,1,31,52.0,104.0,40.5,4212.0,1196.0,10075104.0
15.0,0,63,80.0,89.0,38.7,3444.3,240.0,919628.1
113.0,1,69,47.0,96.0,40.5,3888.0,893.0,7091712.0
26.0,1,39,59.0,87.0,39.0,3393.0,354.0,1771146.0
181.0,1,45,66.0,105.0,40.7,4273.5,1914.0,13012807.5
26.0,0,44,81.0,86.0,39.4,3388.4,567.0,2039816.8
157.0,0,33,82.0,105.0,40.5,4252.5,2132.0,11609325.0
130.0,1,25,60.0,107.0,40.5,4333.5,1260.0,9737374.5
159.0,1,24,56.0,106.0,40.9,4335.4,1456.0,11948362.4
20.0,1,41,64.0,93.0,38.8,3608.4,256.0,1342324.8
107.0,0,24,80.0,99.0,41.0,4059.0,1840.0,9242343.0
171.0,1,26,59.0,106.0,40.6,4303.6,1652.0,12773084.8
160.0,1,30,70.0,103.0,41.1,4233.3,1960.0,12208837.2
145.0,1,20,65.0,105.0,40.5,4252.5,1625.0,11162812.5
3.0,0,37,97.0,82.0,37.4,3066.8,97.0,251477.6
16.0,1,53,55.0,74.0,39.1,2893.4,275.0,1070558.0
13.0,1,40,76.0,80.0,38.7,3096.0,304.0,990720.0
30.0,1,66,66.0,83.0,39.5,3278.5,462.0,1904808.5
8.0,0,26,84.0,78.0,38.9,3034.2,420.0,1183338.0
11.0,1,28,60.0,84.0,38.4,3225.6,180.0,812851.2
223.0,1,66,61.0,112.0,40.9,4580.8,1830.0,15391488.0
32.0,0,79,97.0,91.0,39.3,3576.3,485.0,1627216.5
15.0,1,27,67.0,77.0,39.1,3010.7,335.0,1159119.5
78.0,1,39,55.0,95.0,39.9,3790.5,825.0,5401462.5
210.0,1,21,58.0,115.0,40.8,4692.0,1740.0,16187400.0
146.0,1,47,56.0,102.0,40.7,4151.4,1344.0,10162627.2
65.0,1,20,54.0,96.0,40.0,3840.0,702.0,4792320.0
68.0,1,59,54.0,96.0,40.0,3840.0,648.0,4423680.0
80.0,0,25,72.0,93.0,40.5,3766.5,1584.0,7706259.0
23.0,0,78,94.0,87.0,38.7,3366.9,376.0,1171681.2
39.0,0,48,86.0,92.0,39.3,3615.6,688.0,2661081.6
221.0,0,49,98.0,110.0,40.8,4488.0,2744.0,13823040.0
78.0,1,36,48.0,98.0,40.0,3920.0,672.0,5378240.0
46.0,1,20,69.0,99.0,39.6,3920.4,621.0,3493076.4
163.0,0,21,86.0,107.0,40.7,4354.9,2408.0,13047280.4
235.0,0,60,91.0,107.0,40.9,4376.3,2730.0,14047923.0
58.0,0,76,80.0,94.0,39.2,3684.8,720.0,3117340.8
158.0,1,58,62.0,103.0,40.9,4212.7,1550.0,10847702.5
25.0,0,31,80.0,81.0,39.7,3215.7,880.0,2865188.7
30.0,1,63,68.0,84.0,39.8,3343.2,476.0,1965801.6
81.0,0,38,88.0,94.0,39.8,3741.2,1496.0,5978437.6
116.0,1,25,72.0,96.0,40.7,3907.2,1728.0,9002188.8
119.0,1,25,64.0,98.0,40.5,3969.0,1472.0,8946126.0
18.0,0,68,97.0,76.0,38.9,2956.4,485.0,1123432.0
43.0,1,24,52.0,85.0,40.0,3400.0,572.0,3179000.0
28.0,0,35,76.0,92.0,39.6,3643.2,532.0,2346220.8
217.0,0,54,72.0,113.0,41.3,4666.9,1944.0,14238711.9
99.0,1,24,60.0,104.0,40.2,4180.8,1020.0,7391654.4
42.0,1,28,71.0,86.0,40.0,3440.0,781.0,3254240.0
10.0,0,20,83.0,86.0,38.8,3336.8,332.0,1147859.2
35.0,0,24,93.0,92.0,39.4,3624.8,837.0,3001334.4
88.0,0,40,98.0,93.0,40.5,3766.5,1764.0,6305121.0
57.0,1,30,63.0,87.0,40.4,3514.8,882.0,4281026.4
92.0,1,40,78.0,92.0,40.6,3735.2,1560.0,6872768.0
126.0,1,66,61.0,96.0,40.7,3907.2,1342.0,8252006.4
5.0,1,30,70.0,72.0,38.3,2757.6,140.0,397094.4
27.0,0,20,75.0,88.0,39.7,3493.6,750.0,3074368.0
221.0,0,48,86.0,114.0,41.0,4674.0,2322.0,14386572.0
178.0,1,40,57.0,108.0,40.6,4384.8,1539.0,12786076.8
120.0,1,26,73.0,104.0,40.8,4243.2,1533.0,9267148.8
171.0,0,64,90.0,108.0,40.2,4341.6,1890.0,9846748.8
44.0,0,77,69.0,89.0,39.4,3506.6,552.0,2496699.2
163.0,0,20,74.0,109.0,40.9,4458.1,2072.0,13606121.2
93.0,1,40,68.0,89.0,40.4,3595.6,1428.0,6720176.4
56.0,1,62,67.0,88.0,40.0,3520.0,804.0,3717120.0
53.0,0,25,88.0,94.0,39.9,3750.6,1144.0,4583233.2
35.0,0,59,73.0,87.0,39.4,3427.8,584.0,2385748.8
12.0,0,54,81.0,79.0,38.6,3049.4,324.0,963610.4
111.0,1,77,59.0,95.0,40.2,3819.0,1121.0,6893295.0
15.0,0,38,83.0,83.0,39.1,3245.3,415.0,1346799.5
157.0,1,20,54.0,108.0,40.7,4395.6,1350.0,11868120.0
151.0,1,49,77.0,109.0,40.4,4403.6,1771.0,11039825.2
205.0,1,32,47.0,115.0,40.7,4680.5,1316.0,15071210.0
192.0,0,41,81.0,105.0,40.8,4284.0,2430.0,13494600.0
23.0,1,50,64.0,82.0,39.4,3230.8,384.0,1589553.6
13.0,1,62,50.0,82.0,38.6,3165.2,150.0,778639.2
58.0,1,30,60.0,98.0,39.7,3890.6,660.0,4194066.8
65.0,1,37,54.0,93.0,39.7,3692.1,702.0,4463748.9
104.0,0,26,86.0,98.0,40.4,3959.2,1892.0,8536035.2
5.0,0,46,82.0,79.0,38.5,3041.5,164.0,480557.0
154.0,1,67,65.0,103.0,40.4,4161.2,1560.0,10286486.4
68.0,0,50,92.0,93.0,39.7,3692.1,1196.0,4463748.9
29.0,0,50,74.0,88.0,39.7,3493.6,518.0,2152057.6
18.0,1,30,68.0,84.0,39.3,3301.2,340.0,1386504.0
151.0,0,41,82.0,106.0,40.5,4293.0,1886.0,10466334.0
36.0,1,23,48.0,90.0,39.7,3573.0,384.0,2572560.0
82.0,1,50,67.0,94.0,40.4,3797.6,1072.0,5711590.4
10.0,0,51,92.0,80.0,38.5,3080.0,276.0,739200.0
126.0,0,59,93.0,93.0,40.7,3785.1,2046.0,7744314.6
67.0,1,41,83.0,91.0,39.8,3621.8,1245.0,4943757.0
2.0,1,52,55.0,67.0,38.0,2546.0,55.0,170582.0
22.0,1,31,65.0,90.0,39.4,3546.0,325.0,1595700.0
62.0,0,23,85.0,97.0,40.5,3928.5,1190.0,5334903.0
147.0,1,28,60.0,96.0,41.0,3936.0,1740.0,10957824.0
59.0,0,53,91.0,90.0,40.1,3609.0,1092.0,3897720.0
120.0,0,22,84.0,99.0,40.6,4019.4,2184.0,10345935.6
7.0,0,30,80.0,89.0,38.3,3408.7,160.0,606748.6
154.0,1,21,58.0,103.0,40.7,4192.1,1566.0,11658230.1
50.0,1,30,56.0,90.0,40.1,3609.0,616.0,3572910.0
98.0,0,29,87.0,98.0,40.7,3988.6,1740.0,7817656.0
60.0,1,21,74.0,95.0,40.2,3819.0,962.0,4716465.0
231.0,0,78,71.0,109.0,40.6,4425.4,1917.0,13023952.2
22.0,1,43,71.0,88.0,39.2,3449.6,355.0,1517824.0
210.0,0,42,80.0,116.0,40.5,4698.0,2080.0,14169168.0
32.0,0,26,85.0,83.0,40.0,3320.0,1105.0,3582280.0
63.0,1,50,70.0,92.0,40.1,3689.2,910.0,4412283.2
83.0,1,35,65.0,97.0,40.2,3899.4,1040.0,6051868.8
169.0,1,31,56.0,111.0,40.8,4528.8,1400.0,12567420.0
87.0,0,20,97.0,96.0,40.4,3878.4,1940.0,7446528.0
164.0,0,48,96.0,100.0,40.4,4040.0,2496.0,10504000.0
149.0,0,39,75.0,102.0,40.8,4161.6,1950.0,11036563.2
103.0,0,24,93.0,99.0,40.9,4049.1,1953.0,8418078.9
36.0,1,27,66.0,87.0,40.0,3480.0,594.0,2724840.0
30.0,1,53,51.0,83.0,39.5,3278.5,357.0,1904808.5
124.0,0,44,88.0,98.0,40.8,3998.4,1936.0,8620550.4
110.0,1,37,59.0,101.0,39.9,4029.9,1121.0,7733378.1
89.0,0,28,70.0,103.0,40.4,4161.2,1190.0,7286261.2
140.0,0,41,86.0,104.0,40.5,4212.0,1892.0,9637056.0
244.0,0,47,86.0,114.0,40.7,4639.8,2580.0,15868116.0
106.0,0,26,79.0,103.0,40.4,4161.2,1580.0,8572072.0
67.0,0,20,74.0,100.0,40.3,4030.0,1110.0,6045000.0
122.0,1,64,55.0,102.0,40.4,4120.8,1045.0,7986110.4
50.0,0,21,88.0,90.0,40.4,3636.0,1320.0,4908600.0
161.0,1,21,62.0,106.0,40.6,4303.6,1674.0,12316903.2
164.0,1,29,73.0,107.0,40.7,4354.9,1971.0,12581306.1
37.0,1,41,76.0,83.0,39.8,3303.4,760.0,2741822.0
34.0,1,54,63.0,84.0,39.7,3334.8,504.0,2240985.6
73.0,1,55,52.0,92.0,40.1,3689.2,728.0,4751689.6
160.0,1,60,76.0,108.0,40.6,4384.8,1824.0,11365401.6
196.0,0,21,76.0,113.0,40.9,4621.7,2280.0,15667563.0
93.0,0,21,92.0,100.0,40.5,4050.0,1748.0,7695000.0
194.0,0,31,80.0,112.0,40.9,4580.8,2240.0,14365388.8
29.0,1,26,61.0,88.0,39.5,3476.0,427.0,2141216.0
16.0,1,21,60.0,87.0,38.8,3375.6,240.0,1174708.8
63.0,0,35,103.0,91.0,40.2,3658.2,1442.0,4660546.8
71.0,0,27,92.0,97.0,40.0,3880.0,1380.0,5645400.0
11.0,1,29,50.0,82.0,38.1,3124.2,150.0,768553.2
167.0,1,74,66.0,107.0,40.6,4344.2,1584.0,11155905.6
10.0,1,42,66.0,78.0,38.6,3010.8,198.0,704527.2
145.0,1,46,82.0,105.0,40.9,4294.5,1968.0,10822140.0
111.0,0,49,82.0,101.0,40.4,4080.4,1476.0,7418167.2
154.0,0,76,81.0,94.0,40.7,3825.8,1944.0,8631004.8
110.0,1,35,65.0,95.0,41.0,3895.0,1430.0,8140550.0
19.0,0,42,81.0,83.0,39.5,3278.5,486.0,1632693.0
107.0,0,38,88.0,100.0,40.7,4070.0,1672.0,7733000.0
172.0,1,44,69.0,109.0,40.8,4447.2,1794.0,12603364.8
62.0,1,66,84.0,98.0,40.4,3959.2,924.0,4268017.6
11.0,0,20,76.0,89.0,39.0,3471.0,304.0,1235676.0
51.0,1,27,63.0,97.0,39.9,3870.3,630.0,3754191.0
219.0,0,35,79.0,115.0,40.7,4680.5,2291.0,15609467.5
6.0,1,25,75.0,77.0,38.3,2949.1,150.0,454161.4
152.0,1,69,71.0,98.0,40.7,3988.6,1846.0,10162952.8
75.0,1,64,53.0,100.0,40.1,4010.0,636.0,4812000.0
162.0,1,29,68.0,108.0,40.3,4352.4,1768.0,12221539.2
174.0,0,32,81.0,110.0,41.0,4510.0,2106.0,12898600.0
212.0,0,63,86.0,109.0,40.7,4436.3,2236.0,12572474.2
180.0,1,36,64.0,108.0,40.8,4406.4,1792.0,13324953.6
139.0,1,36,80.0,109.0,40.9,4458.1,1760.0,10690523.8
167.0,1,75,69.0,100.0,40.4,4040.0,1863.0,10908000.0
113.0,0,38,81.0,101.0,40.3,4070.3,1620.0,8222006.0
14.0,1,31,53.0,74.0,39.5,2923.0,265.0,1081510.0
135.0,1,58,65.0,111.0,40.8,4528.8,1235.0,9551239.2
106.0,0,66,109.0,101.0,40.1,4050.1,1526.0,5726841.4
111.0,0,37,80.0,105.0,40.7,4273.5,1440.0,8076915.0
80.0,0,43,88.0,94.0,39.9,3750.6,1408.0,5640902.4
65.0,1,61,74.0,92.0,40.1,3689.2,962.0,4412283.2
60.0,0,21,95.0,89.0,40.6,3613.4,1710.0,5788666.8
193.0,1,45,61.0,113.0,40.8,4610.4,1647.0,14066330.4
186.0,0,73,87.0,99.0,40.6,4019.4,2262.0,10345935.6
70.0,0,29,84.0,95.0,40.4,3838.0,1344.0,5833760.0
177.0,0,62,83.0,99.0,40.8,4039.2,2241.0,10796781.6
52.0,0,58,84.0,88.0,40.0,3520.0,924.0,3407360.0
7.0,0,66,95.0,77.0,38.3,2949.1,190.0,454161.4
212.0,1,23,64.0,116.0,40.5,4698.0,1920.0,16349040.0
62.0,1,23,47.0,96.0,39.9,3830.4,564.0,4412620.8
233.0,0,55,98.0,111.0,41.1,4562.1,2744.0,14179006.8
58.0,0,41,91.0,91.0,40.2,3658.2,1183.0,4327650.6
63.0,0,32,82.0,93.0,40.3,3747.9,1230.0,5228320.5
103.0,1,75,69.0,93.0,40.3,3747.9,1311.0,6622539.3
178.0,0,53,77.0,103.0,40.7,4192.1,2079.0,11658230.1
142.0,0,68,105.0,100.0,40.3,4030.0,1995.0,7657000.0
101.0,0,23,78.0,104.0,40.6,4222.4,1482.0,8343462.4
143.0,1,37,62.0,101.0,40.6,4100.6,1550.0,10354015.0
66.0,1,34,48.0,94.0,40.2,3778.8,624.0,4617693.6
153.0,1,41,55.0,103.0,40.6,4181.8,1375.0,10768135.0
55.0,0,20,70.0,91.0,40.7,3703.7,1260.0,6066660.6
7.0,1,24,63.0,81.0,37.8,3061.8,126.0,496011.6
